""
"18,542", "17.5", "17%", "57 : 43", ""
"7,506", "12.6", "0%", "42 : 58", ""
"4,699", "11", "19%", "", ""
"35,617", "16.5", "1%", "19 : 81", ""
"14,554", "12.3", "5%", "37 : 63", ""
"29,483", "20.7", "3%", "", ""
"14,579", "19.4", "6%", "", ""
"23,270", "15", "3%", "45 : 55", ""
"35,779", "18.5", "3%", "41 : 59", ""
"38,719", "14.5", "2%", "59 : 41", ""
"15,020", "30.2", "3%", "41 : 59", ""
"19,198", "17.1", "8%", "46 : 54", ""
"20,879", "9.7", "10%", "54 : 46", ""
"21,934", "14.8", "35%", "47 : 53", ""
"22,751", "12", "", "-", ""
"34,326", "15.2", "2%", "33 : 67", ""
"16,812", "19.1", "21%", "57 : 43", ""
"32,567", "22.9", "1%", "50 : 50", ""
"15,243", "14.9", "2%", "49 : 51", ""
"13,839", "18.9", "25%", "41 : 59", ""
"15,337", "28.5", "34%", "59 : 41", ""
"11,433", "22.6", "31%", "55 : 45", ""
"8,394", "9.9", "1%", "39 : 61", ""
"28,698", "22.4", "4%", "", ""
"42,612", "13.5", "1%", "55 : 45", ""
"21,850", "11.2", "1%", "", ""
"52,878", "12.8", "2%", "54 : 46", ""
"38,743", "14.8", "1%", "50 : 50", ""
"26,078", "12.6", "1%", "48 : 52", ""
"20,213", "23.9", "7%", "36 : 64", ""
"4,408", "13.7", "26%", "34 : 66", ""
"37,274", "37.5", "2%", "41 : 59", ""
"13,527", "21.6", "16%", "60 : 40", ""
"18,096", "24.6", "32%", "53 : 47", ""
"39,606", "20.4", "4%", "56 : 44", ""
"17,758", "30.8", "1%", "65 : 35", ""
"9,909", "13.9", "8%", "55 : 45", ""
"15,436", "18.1", "25%", "54 : 46", ""
"42,756", "24.7", "2%", "43 : 57", ""
"4,710", "14.2", "1%", "14 : 86", ""
"20,353", "24.1", "3%", "36 : 64", ""
"8,591", "25.3", "11%", "49 : 51", ""
"10,964", "26.5", "1%", "39 : 61", ""
"82,096", "41.1", "6%", "44 : 56", ""
"42,835", "11.5", "5%", "67 : 33", ""
"65,605", "13.6", "3%", "46 : 54", ""
"36,656", "29", "5%", "55 : 45", ""
"24,686", "16.4", "23%", "55 : 45", ""
"3,955", "3.7", "1%", "52 : 48", ""
"7,146", "24.6", "0%", "32 : 68", ""
"10,546", "10.4", "5%", "36 : 64", ""
"7,009", "12.6", "5%", "56 : 44", ""
"33,751", "11.9", "5%", "32 : 68", ""
"17,791", "23.7", "1%", "42 : 58", ""
"20,778", "20.9", "34%", "53 : 47", ""
"31,216", "11.6", "2%", "", ""
"15,885", "8.4", "6%", "33 : 67", ""
"26,483", "23.5", "6%", "47 : 53", ""
"10,226", "7.6", "5%", "37 : 63", ""
"27,152", "14.4", "4%", "42 : 58", ""
"22,422", "14.9", "5%", "58 : 42", ""
"20,881", "20.7", "11%", "50 : 50", ""
"10,665", "18.9", "11%", "54 : 46", ""
"48,821", "17.6", "4%", "60 : 40", ""
"14,615", "24.7", "39%", "61 : 39", ""
"28,037", "18.2", "14%", "57 : 43", ""
"40,898", "26.6", "17%", "62 : 38", ""
"16,370", "20.5", "7%", "53 : 47", ""
"25,779", "22.2", "7%", "44 : 56", ""
"31,460", "15.8", "6%", "62 : 38", ""
"9,137", "7.2", "4%", "36 : 64", ""
"10,915", "9.8", "6%", "31 : 69", ""
"11,989", "22.9", "1%", "", ""
"15,632", "20.3", "4%", "39 : 61", ""
"9,808", "7.8", "3%", "27 : 73", ""
"9,336", "19.6", "4%", "37 : 63", ""
"8,240", "20.9", "5%", "30 : 70", ""
"12,460", "8.5", "3%", "37 : 63", ""
"16,446", "19.2", "2%", "66 : 34", ""
"22,750", "19.3", "16%", "55 : 45", ""
"23,056", "14.1", "3%", "25 : 75", ""
"21,852", "17.4", "18%", "55 : 45", ""
"14,584", "19.8", "2%", "60 : 40", ""
"22,224", "20", "10%", "50 : 50", ""
"13,035", "8.6", "3%", "38 : 62", ""
"8,604", "10.1", "4%", "36 : 64", ""
"24,210", "13.7", "5%", "54 : 46", ""
"18,540", "11.4", "9%", "70 : 30", ""
"16,691", "23.9", "1%", "46 : 54", ""
"29,251", "40.9", "4%", "46 : 54", ""
"21,819", "15.4", "10%", "", ""
"17,155", "7.2", "8%", "40 : 60", ""
"14,300", "21.2", "3%", "49 : 51", ""
"14,797", "10.1", "0%", "50 : 50", ""
"37,314", "20", "8%", "57 : 43", ""
"12,688", "25.7", "0%", "53 : 47", ""
"12,965", "13.5", "13%", "34 : 66", ""
"7,795", "20.9", "23%", "74 : 26", ""
"31,035", "17.9", "12%", "58 : 42", ""
"16,152", "17", "25%", "51 : 49", ""
"29,085", "15.3", "6%", "63 : 37", ""
"50,594", "13", "5%", "52 : 48", ""
"4,858", "14.6", "3%", "25 : 75", ""
"22,780", "15.1", "4%", "36 : 64", ""
"64,931", "17.5", "7%", "55 : 45", ""
"9,593", "13.5", "0%", "48 : 52", ""
"11,232", "9.6", "3%", "", ""
"65,035", "14.5", "2%", "48 : 52", ""
"41,438", "17.7", "3%", "33 : 67", ""
"28,202", "21.9", "16%", "54: 46", ""
"16,817", "6", "", "65 : 35", ""
"7,089", "9", "3%", "50 : 50", ""
"12,650", "32.9", "1%", "50 : 50", ""
"22,684", "13.8", "9%", "58 : 42", ""
"6,001", "11.1", "6%", "58 : 42", ""
"14,061", "28.6", "5%", "44 : 56", ""
"608", "2.5", "", "34 : 66", ""
"41,500", "13.8", "11%", "32 : 68", ""
"13,642", "22.2", "11%", "54 : 46", ""
"53,802", "27", "1%", "45 : 55", ""
"13,912", "9", "1%", "62 : 38", ""
"19,123", "29", "7%", "54 : 46", ""
"29,512", "20.9", "7%", "46 : 54", ""
"2,781", "13.2", "0%", "32 : 68", ""
"22,525", "21.4", "15%", "53 : 47", ""
"11,652", "22", "11%", "60 : 40", ""
"3,958", "22.4", "1%", "40 : 60", ""
"7,519", "8.9", "3%", "34 : 66", ""
"5,865", "14.4", "5%", "27 : 73", ""
"20,243", "25.7", "2%", "20 : 80", ""
"2,153", "9.3", "9%", "9 : 91", ""
"24,227", "11.8", "12%", "62 : 38", ""
"23,883", "12.2", "16%", "63 : 37", ""
"28,179", "14.8", "10%", "61 : 39", ""
"16,270", "9", "13%", "43 : 57", ""
"22,793", "19", "3%", "51 : 49", ""
"19,019", "14.2", "4%", "65 : 35", ""
"52,316", "16.9", "8%", "35 : 65", ""
"12,933", "19", "3%", "62 : 38", ""
"16,609", "21", "43%", "57 : 43", ""
"21,958", "15.3", "3%", "48 : 52", ""
"4,122", "3.7", "3%", "", ""
"8,663", "20.6", "4%", "43 : 57", ""
"40,633", "15.6", "1%", "71 : 29", ""
"129,988", "12.2", "2%", "58 : 42", ""
"127,431", "23.3", "1%", "46 : 54", ""
"25,724", "33", "5%", "63 : 37", ""
"24,093", "13.3", "1%", "43 : 57", ""
"17,273", "6.6", "8%", "", ""
"379,231", "162.6", "1%", "78 : 22", ""
"10,407", "20.2", "3%", "36 : 64", ""
"60,061", "16.8", "4%", "53 : 47", ""
"87,427", "28.9", "0%", "47 : 53", ""
"56,621", "14.4", "0%", "51 : 49", ""
"51,720", "26.2", "0%", "58 : 42", ""
"29,303", "10.6", "6%", "69 : 31", ""
"96,968", "28.3", "5%", "60 : 40", ""
"31,806", "24.9", "2%", "70 : 30", ""
"231,941", "39.1", "3%", "47 : 53", ""
"17,000", "9.2", "11%", "53 : 47", ""
"9,853", "34.6", "1%", "9 : 91", ""
"43,955", "16", "3%", "", ""
"18,361", "17.2", "3%", "", ""
"7,261", "29", "0%", "35 : 65", ""
"29,714", "20.3", "13%", "57 : 43", ""
"21,689", "9.8", "0%", "21 : 79", ""
"18,617", "12.9", "8%", "15 : 85", ""
"28,079", "28", "2%", "46 : 54", ""
"39,861", "17.9", "1%", "47 : 53", ""
"35,618", "16.6", "1%", "35 : 65", ""
"22,204", "10.2", "0%", "54 : 46", ""
"30,424", "12", "1%", "51 : 49", ""
"20,452", "11.1", "0%", "56 : 44", ""
"18,587", "16.9", "0%", "", ""
"10,350", "20.9", "2%", "53 : 47", ""
"13,163", "11.4", "3%", "70 : 30", ""
"22,711", "29.9", "4%", "58 : 42", ""
"39,243", "10", "0%", "50 : 50", ""
"25,951", "22.8", "4%", "59 : 41", ""
"76,056", "23.8", "2%", "49 : 51", ""
"25,217", "23.3", "1%", "39 : 61", ""
"7,318", "12.4", "4%", "35 : 65", ""
"103,180", "50.8", "1%", "51 : 49", ""
"26,247", "17.1", "1%", "45 : 55", ""
"43,565", "15.8", "0%", "51 : 49", ""
"16,263", "29.9", "10%", "45 : 55", ""
"21,531", "29.4", "2%", "62 : 38", ""
"32,093", "7.6", "2%", "39 : 61", ""
"35,577", "13.6", "13%", "67 : 33", ""
"22,677", "19.5", "", "58 : 42", ""
"63,139", "24.2", "0%", "60 : 40", ""
"11,090", "13.3", "4%", "44 : 56", ""
"39,669", "16.9", "1%", "62 : 38", ""
"5,890", "12.1", "4%", "11 : 89", ""
"19,803", "21.6", "4%", "29 : 71", ""
"15,100", "26.5", "3%", "68 : 32", ""
"18,956", "9", "4%", "52 : 48", ""
"36,734", "16.1", "2%", "67 : 33", ""
"14,197", "23.2", "35%", "54 : 46", ""
"21,206", "13.3", "0%", "57 : 43", ""
"27,842", "13.8", "1%", "", ""
"22,701", "9.5", "13%", "43 : 57", ""
"102,616", "17.2", "2%", "55 : 45", ""
"56,060", "38.7", "1%", "46 : 54", ""
"18,465", "24.5", "9%", "60 : 40", ""
"71,176", "35.6", "2%", "37 : 63", ""
"26,098", "14.6", "1%", "65 : 35", ""
"72,676", "47", "1%", "40 : 60", ""
"16,867", "18.4", "10%", "57 : 43", ""
"4,884", "10.5", "4%", "29 : 71", ""
"18,650", "16", "2%", "66 : 34", ""
"4,441", "6.7", "13%", "43 : 57", ""
"10,227", "16.5", "3%", "25 : 75", ""
"21,976", "9", "2%", "32 : 68", ""
"18,279", "27.8", "", "57 : 43", ""
"22,923", "11", "1%", "69 : 31", ""
"36,205", "20.6", "1%", "40 : 60", ""
"8,051", "7.5", "3%", "36 : 64", ""
"10,671", "19.8", "4%", "55 : 45", ""
"15,848", "8", "35%", "50 : 50", ""
"7,741", "10.9", "2%", "1 : 99", ""
"13,493", "10.4", "0%", "45 : 55", ""
"38,274", "16.1", "1%", "69 : 31", ""
"11,186", "20.7", "8%", "34 : 66", ""
"28,757", "10.1", "0%", "46 : 54", ""
"34,867", "23.8", "4%", "36 : 64", ""
"9,516", "19.2", "22%", "61 : 39", ""
"7,469", "11.7", "2%", "33 : 67", ""
"8,586", "11.1", "3%", "", ""
"22,739", "23.6", "1%", "39 : 61", ""
"15,640", "19.7", "1%", "40 : 60", ""
"12,493", "6.2", "15%", "66 : 34", ""
"10,243", "19", "3%", "36 : 64", ""
"17,800", "24.9", "1%", "52 : 48", ""
"46,044", "17.5", "3%", "48 : 52", ""
"27,477", "18.8", "15%", "53 : 47", ""
"3,675", "2.5", "0%", "57 : 43", ""
"25,547", "9.5", "1%", "50 : 50", ""
"78,773", "53.8", "2%", "-", ""
"32,764", "17.3", "1%", "65 : 35", ""
"12,523", "18.6", "0%", "46 : 54", ""
"16,400", "15.3", "2%", "31 : 69", ""
"23,050", "13.3", "5%", "62 : 38", ""
"12,799", "24.3", "8%", "53 : 47", ""
"197,102", "108.5", "9%", "65 : 35", ""
"27,556", "9", "3%", "56 : 44", ""
"14,569", "18.5", "3%", "63 : 37", ""
"39,856", "15.2", "2%", "26 : 74", ""
"40,568", "16.2", "2%", "17 : 83", ""
"17,951", "7.4", "1%", "6 : 94", ""
"9,954", "25.7", "1%", "50 : 50", ""
"28,113", "27.1", "5%", "48 : 52", ""
"22,686", "8.2", "2%", "45 : 55", ""
"8,063", "15.1", "6%", "56 : 44", ""
"69,268", "16.8", "0%", "65 : 35", ""
"47,658", "20.2", "0%", "59 : 41", ""
"55,681", "13.2", "1%", "62 : 38", ""
"29,700", "12.7", "1%", "27 : 73", ""
"2,597", "11.1", "7%", "34 : 66", ""
"6,248", "8.2", "2%", "34 : 66", ""
"40,068", "28.8", "1%", "66 : 34", ""
"20,978", "18.2", "9%", "71 : 29", ""
"28,427", "10.1", "3%", "48 : 52", ""
"14,410", "9.7", "22%", "53 : 47", ""
"14,853", "13.8", "7%", "58 : 42", ""
"14,991", "23.9", "5%", "49 : 51", ""
"15,639", "21.5", "2%", "52 : 48", ""
"50,260", "14.9", "2%", "31 : 69", ""
"31,618", "16.4", "2%", "29 : 71", ""
"10,573", "11", "3%", "35 : 65", ""
"31,268", "28.7", "2%", "36 : 64", ""
"10,117", "12.1", "8%", "28 : 72", ""
""
